Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir C:\Users\USER\Desktop\python\py3.12\hello_django\locale with glob **/*.mo.
Watching dir C:\Users\USER\Desktop\python\py3.12\hello_django\myhello\locale with glob **/*.mo.
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\http\server.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\files\uploadhandler.py first seen with mtime 1741101896.2848322
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\re\_casefix.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\log.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\management\commands\runserver.py first seen with mtime 1741101896.2971878
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\urllib\__init__.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\DLLs\unicodedata.pyd first seen with mtime 1707228652.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\sql\where.py first seen with mtime 1741101896.3514369
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1741101896.4176483
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\views\decorators\common.py first seen with mtime 1741101896.434573
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\views\__init__.py first seen with mtime 1741101896.4303539
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\admin\exceptions.py first seen with mtime 1741101894.9499989
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\_tzpath.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\lorem_ipsum.py first seen with mtime 1741101896.4220922
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\middleware\security.py first seen with mtime 1741101896.39298
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\events.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\trsock.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\messages\constants.py first seen with mtime 1741101895.8571188
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\wsgiref\handlers.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\threading.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1741098440.3734958
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\collections\__init__.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\collections\abc.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\files\images.py first seen with mtime 1741101896.2806017
File C:\Users\USER\Desktop\python\py3.12\hello_django\myhello\urls.py first seen with mtime 1741156509.846843
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\mime\nonmultipart.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\inspect.py first seen with mtime 1741101896.4220922
File C:\Users\USER\AppData\Local\Programs\Python\Python312\DLLs\_queue.pyd first seen with mtime 1707228650.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\staticfiles\finders.py first seen with mtime 1741101896.2640684
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\template\loaders\base.py first seen with mtime 1741101896.4051938
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\checks\messages.py first seen with mtime 1741101896.2763422
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\functions\text.py first seen with mtime 1741101896.347395
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\migrations\operations\fields.py first seen with mtime 1741101896.3307376
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\hmac.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\translation\__init__.py first seen with mtime 1741101896.4303539
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\_parseaddr.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\sslproto.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\cache\backends\__init__.py first seen with mtime 1741101896.2722237
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\sites\requests.py first seen with mtime 1741101896.1705844
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\functions\mixins.py first seen with mtime 1741101896.347395
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\servers\basehttp.py first seen with mtime 1741101896.3056862
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\migrations\__init__.py first seen with mtime 1741101896.326284
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\schemas\generators.py first seen with mtime 1741154132.57788
File C:\Users\USER\AppData\Local\Programs\Python\Python312\DLLs\_wmi.pyd first seen with mtime 1707228652.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\template\exceptions.py first seen with mtime 1741101896.397042
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\mime\base.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\sites\shortcuts.py first seen with mtime 1741101896.1705844
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\protocols.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\version.py first seen with mtime 1741101896.4283476
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\files\move.py first seen with mtime 1741101896.2848322
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\encodings\utf_8.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\serializers.py first seen with mtime 1741154132.5324912
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1741101896.309709
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\functions\window.py first seen with mtime 1741101896.347395
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\wsgi.py first seen with mtime 1741101896.2722237
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\checks\security\base.py first seen with mtime 1741101896.2806017
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\logging\config.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\backends\sqlite3\base.py first seen with mtime 1741101896.322173
File C:\Users\USER\Desktop\python\py3.12\hello_django\myhello\__init__.py first seen with mtime 1741103088.9710872
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\sqlparse\lexer.py first seen with mtime 1741098440.377773
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\admin\templatetags\base.py first seen with mtime 1741101895.2080407
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\urls\__init__.py first seen with mtime 1741101896.409364
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\views\static.py first seen with mtime 1741101896.4303539
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\fractions.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\tokenize.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\sqlite3\__init__.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\files\utils.py first seen with mtime 1741101896.2848322
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\token.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\_compression.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\cache\backends\locmem.py first seen with mtime 1741101896.2763422
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\policy.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\admin\templatetags\admin_modify.py first seen with mtime 1741101895.2080407
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1741098440.3818698
File C:\Users\USER\Desktop\python\py3.12\hello_django\myhello\admin.py first seen with mtime 1741103088.950326
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\forms\forms.py first seen with mtime 1741101896.3514369
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\template\defaultfilters.py first seen with mtime 1741101896.397042
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\parsers.py first seen with mtime 1741154132.5284486
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\permissions.py first seen with mtime 1741154132.5284486
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\html\__init__.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\sqlparse\engine\__init__.py first seen with mtime 1741098440.377773
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\template\backends\__init__.py first seen with mtime 1741101896.4010878
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\apps\config.py first seen with mtime 1741101894.7611709
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\signal.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\management\__init__.py first seen with mtime 1741101896.2930295
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\reverse.py first seen with mtime 1741154132.5284486
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\auth\models.py first seen with mtime 1741101895.324937
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\serializers\base.py first seen with mtime 1741101896.3015914
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\__init__.py first seen with mtime 1741101896.4135542
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\mixins.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\DLLs\_decimal.pyd first seen with mtime 1707228652.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\sessions\apps.py first seen with mtime 1741101896.0526874
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\auth\views.py first seen with mtime 1741101895.324937
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1741098440.3734958
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\_compat_pickle.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\concurrent\futures\thread.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\handlers\base.py first seen with mtime 1741101896.289024
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\urls\conf.py first seen with mtime 1741101896.4135542
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\contenttypes\models.py first seen with mtime 1741101895.4368808
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\request.py first seen with mtime 1741154132.5284486
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\numberformat.py first seen with mtime 1741101896.426519
File C:\Users\USER\Desktop\python\py3.12\hello_django\hello_django\settings.py first seen with mtime 1741154642.9556057
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\cache.py first seen with mtime 1741101896.4176483
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\postgres\validators.py first seen with mtime 1741101895.865556
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\lookups.py first seen with mtime 1741101896.3348558
File C:\Users\USER\AppData\Local\Programs\Python\Python312\DLLs\_socket.pyd first seen with mtime 1707228652.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\argparse.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\sqlparse\filters\__init__.py first seen with mtime 1741098440.377773
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\auth\checks.py first seen with mtime 1741101895.3204758
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\views\generic\dates.py first seen with mtime 1741101896.4386277
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\http\response.py first seen with mtime 1741101896.3888488
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\serializers\python.py first seen with mtime 1741101896.3015914
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\operator.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\paginator.py first seen with mtime 1741101896.2722237
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\admin\views\main.py first seen with mtime 1741101895.2080407
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\deprecation.py first seen with mtime 1741101896.4176483
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\__init__.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\views\decorators\debug.py first seen with mtime 1741101896.434573
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\struct.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\admin\decorators.py first seen with mtime 1741101894.9499989
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\urls\utils.py first seen with mtime 1741101896.4135542
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\views\i18n.py first seen with mtime 1741101896.4303539
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\staticfiles\handlers.py first seen with mtime 1741101896.2640684
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\pkgutil.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\forms\renderers.py first seen with mtime 1741101896.3556297
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\utils.py first seen with mtime 1741101896.339167
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\mail\message.py first seen with mtime 1741101896.289024
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\ipaddress.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\heapq.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\sqlparse\filters\aligned_indent.py first seen with mtime 1741098440.377773
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\tasks.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\getpass.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\DLLs\_lzma.pyd first seen with mtime 1707228652.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\files\storage\memory.py first seen with mtime 1741101896.2848322
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\re\_constants.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\views\decorators\__init__.py first seen with mtime 1741101896.434573
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\selectors.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\postgres\utils.py first seen with mtime 1741101895.865556
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\auth\password_validation.py first seen with mtime 1741101895.324937
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\mime\text.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\middleware\__init__.py first seen with mtime 1741101896.3888488
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py first seen with mtime 1741101895.2080407
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1741101896.3056862
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\utils\__init__.py first seen with mtime 1741154132.6258998
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\checks\registry.py first seen with mtime 1741101896.2806017
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\locks.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\sql\constants.py first seen with mtime 1741101896.347395
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\auth\__init__.py first seen with mtime 1741101895.3204758
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\socket.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\gettext.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\mail\__init__.py first seen with mtime 1741101896.289024
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\coroutines.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\mixins.py first seen with mtime 1741154132.5242891
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\forms\formsets.py first seen with mtime 1741101896.3514369
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\cache\backends\base.py first seen with mtime 1741101896.2722237
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\iterators.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\checks\database.py first seen with mtime 1741101896.2763422
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1741101895.324937
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\mime\message.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\reduction.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\hello_django\manage.py first seen with mtime 1741098550.3972952
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_subprocess.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\sql\query.py first seen with mtime 1741101896.3514369
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\utils\timezone.py first seen with mtime 1741154132.6274054
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\admindocs\utils.py first seen with mtime 1741101895.212461
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\template\defaulttags.py first seen with mtime 1741101896.397042
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\backends\base\client.py first seen with mtime 1741101896.309709
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\urllib\request.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\sites\__init__.py first seen with mtime 1741101896.1665363
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\string.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\shutil.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\checks\__init__.py first seen with mtime 1741101896.2763422
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\postgres\__init__.py first seen with mtime 1741101895.8612273
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\views\generic\list.py first seen with mtime 1741101896.4386277
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\contenttypes\checks.py first seen with mtime 1741101895.4348745
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\query_utils.py first seen with mtime 1741101896.339167
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\contenttypes\forms.py first seen with mtime 1741101895.4368808
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\fields\__init__.py first seen with mtime 1741101896.339167
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\staticfiles\apps.py first seen with mtime 1741101896.2640684
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\__init__.py first seen with mtime 1741101894.9492552
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\staticfiles\management\commands\__init__.py first seen with mtime 1741101896.2680883
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\relations.py first seen with mtime 1741154132.5284486
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\decimal.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\subprocess.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\timeouts.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\admin\models.py first seen with mtime 1741101894.9533587
File C:\Users\USER\AppData\Local\Programs\Python\Python312\DLLs\_ssl.pyd first seen with mtime 1707228652.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\views\decorators\cache.py first seen with mtime 1741101896.434573
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\glob.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\quoprimime.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\base64mime.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\urls\exceptions.py first seen with mtime 1741101896.4135542
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\copy.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\backends\sqlite3\schema.py first seen with mtime 1741101896.326284
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_futures.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\templatetags\static.py first seen with mtime 1741101896.4051938
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\keyword.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\servers\__init__.py first seen with mtime 1741101896.3056862
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\ctypes\_endian.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\exceptions.py first seen with mtime 1741101896.2680883
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\apps\__init__.py first seen with mtime 1741101894.7611709
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\functions\math.py first seen with mtime 1741101896.347395
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\messages\storage\__init__.py first seen with mtime 1741101895.8612273
File C:\Users\USER\AppData\Local\Programs\Python\Python312\DLLs\_bz2.pyd first seen with mtime 1707228652.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\backends\base\features.py first seen with mtime 1741101896.309709
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\timezone.py first seen with mtime 1741101896.4283476
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\__init__.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\asyncio\taskgroups.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\encoders.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1741101896.3307376
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\template\response.py first seen with mtime 1741101896.4010878
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\middleware\common.py first seen with mtime 1741101896.39298
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\asyncio.py first seen with mtime 1741101896.4135542
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\contextlib.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\asgiref\current_thread_executor.py first seen with mtime 1741098440.6695807
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\timesince.py first seen with mtime 1741101896.4283476
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\models\sql\subqueries.py first seen with mtime 1741101896.3514369
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\admin\widgets.py first seen with mtime 1741101894.9533587
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\files\storage\filesystem.py first seen with mtime 1741101896.2848322
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\utils.py first seen with mtime 1741101896.3056862
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1741101896.0526874
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\utils\regex_helper.py first seen with mtime 1741101896.426519
File C:\Users\USER\Desktop\python\py3.12\hello_django\hello_django\__init__.py first seen with mtime 1741098550.422313
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1741101896.3056862
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\concurrent\futures\_base.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\sqlparse\cli.py first seen with mtime 1741098440.3734958
File C:\Users\USER\Desktop\python\py3.12\hello_django\myhello\models.py first seen with mtime 1741103088.9588447
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\bisect.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\template\base.py first seen with mtime 1741101896.397042
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\template\loaders\app_directories.py first seen with mtime 1741101896.4010878
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\urls\converters.py first seen with mtime 1741101896.4135542
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\email\parser.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\bz2.py first seen with mtime 1707228618.0
File C:\Users\USER\AppData\Local\Programs\Python\Python312\Lib\wsgiref\simple_server.py first seen with mtime 1707228618.0
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\rest_framework\apps.py first seen with mtime 1741154132.519936
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\core\handlers\wsgi.py first seen with mtime 1741101896.289024
File C:\Users\USER\Desktop\python\py3.12\Lib\site-packages\django\http\request.py first seen with mtime 1741101896.3888488
